token1,token2,token3,token4,token5,target
7,2,67,442,847,15
2,67,442,847,15,9
67,442,847,15,9,562
442,847,15,9,562,16
847,15,9,562,16,7
15,9,562,16,7,1158
9,562,16,7,1158,46
562,16,7,1158,46,2
16,7,1158,46,2,846
7,1158,46,2,846,8
1158,46,2,846,8,1159
46,2,846,8,1159,3
2,846,8,1159,3,14
846,8,1159,3,14,14
8,1159,3,14,14,11
1159,3,14,14,11,18
3,14,14,11,18,169
14,14,11,18,169,18
14,11,18,169,18,3
11,18,169,18,3,45
18,169,18,3,45,368
169,18,3,45,368,5
18,3,45,368,5,1
3,45,368,5,1,107
45,368,5,1,107,872
368,5,1,107,872,3
5,1,107,872,3,45
1,107,872,3,45,149
107,872,3,45,149,368
872,3,45,149,368,686
3,45,149,368,686,9
45,149,368,686,9,48
149,368,686,9,48,50
368,686,9,48,50,7
686,9,48,50,7,129
9,48,50,7,129,3
48,50,7,129,3,14
50,7,129,3,14,528
7,129,3,14,528,11
129,3,14,528,11,1885
3,14,528,11,1885,1
14,528,11,1885,1,161
528,11,1885,1,161,374
11,1885,1,161,374,65
1885,1,161,374,65,177
1,161,374,65,177,333
161,374,65,177,333,500
374,65,177,333,500,4
65,177,333,500,4,47
177,333,500,4,47,14
333,500,4,47,14,19
500,4,47,14,19,464
4,47,14,19,464,175
47,14,19,464,175,324
14,19,464,175,324,375
19,464,175,324,375,4
464,175,324,375,4,175
175,324,375,4,175,324
324,375,4,175,324,375
375,4,175,324,375,13
4,175,324,375,13,16
175,324,375,13,16,7
324,375,13,16,7,1
375,13,16,7,1,107
13,16,7,1,107,1886
16,7,1,107,1886,30
7,1,107,1886,30,2
1,107,1886,30,2,1206
107,1886,30,2,1206,255
1886,30,2,1206,255,25
30,2,1206,255,25,1
2,1206,255,25,1,89
1206,255,25,1,89,24
255,25,1,89,24,29
25,1,89,24,29,1887
1,89,24,29,1887,1
89,24,29,1887,1,222
24,29,1887,1,222,18
29,1887,1,222,18,10
1887,1,222,18,10,7
1,222,18,10,7,326
222,18,10,7,326,52
18,10,7,326,52,1
10,7,326,52,1,679
7,326,52,1,679,1888
326,52,1,679,1888,177
52,1,679,1888,177,218
1,679,1888,177,218,4
679,1888,177,218,4,3
1888,177,218,4,3,1207
177,218,4,3,1207,68
218,4,3,1207,68,118
4,3,1207,68,118,8
3,1207,68,118,8,2
1207,68,118,8,2,214
68,118,8,2,214,1889
118,8,2,214,1889,56
8,2,214,1889,56,238
2,214,1889,56,238,2
214,1889,56,238,2,631
1889,56,238,2,631,24
56,238,2,631,24,29
238,2,631,24,29,59
2,631,24,29,59,52
631,24,29,59,52,1
24,29,59,52,1,305
29,59,52,1,305,8
59,52,1,305,8,9
52,1,305,8,9,423
1,305,8,9,423,5
305,8,9,423,5,343
8,9,423,5,343,16
9,423,5,343,16,10
423,5,343,16,10,1890
5,343,16,10,1890,2
343,16,10,1890,2,1208
16,10,1890,2,1208,10
10,1890,2,1208,10,263
1890,2,1208,10,263,41
2,1208,10,263,41,14
1208,10,263,41,14,162
10,263,41,14,162,1891
263,41,14,162,1891,173
41,14,162,1891,173,1
14,162,1891,173,1,873
162,1891,173,1,873,8
1891,173,1,873,8,1
173,1,873,8,1,874
1,873,8,1,874,12
873,8,1,874,12,9
8,1,874,12,9,1209
1,874,12,9,1209,184
874,12,9,1209,184,453
12,9,1209,184,453,23
9,1209,184,453,23,11
1209,184,453,23,11,99
184,453,23,11,99,58
453,23,11,99,58,1892
23,11,99,58,1892,9
11,99,58,1892,9,218
99,58,1892,9,218,844
58,1892,9,218,844,661
1892,9,218,844,661,16
9,218,844,661,16,118
218,844,661,16,118,13
844,661,16,118,13,28
661,16,118,13,28,52
16,118,13,28,52,1
118,13,28,52,1,293
13,28,52,1,293,10
28,52,1,293,10,7
52,1,293,10,7,1195
1,293,10,7,1195,1210
293,10,7,1195,1210,68
10,7,1195,1210,68,1
7,1195,1210,68,1,88
1195,1210,68,1,88,22
1210,68,1,88,22,384
68,1,88,22,384,12
1,88,22,384,12,1
88,22,384,12,1,222
22,384,12,1,222,25
384,12,1,222,25,9
12,1,222,25,9,272
1,222,25,9,272,22
222,25,9,272,22,59
25,9,272,22,59,2
9,272,22,59,2,266
272,22,59,2,266,46
22,59,2,266,46,24
59,2,266,46,24,29
2,266,46,24,29,3
266,46,24,29,3,14
46,24,29,3,14,2
24,29,3,14,2,157
29,3,14,2,157,678
3,14,2,157,678,164
14,2,157,678,164,54
2,157,678,164,54,171
157,678,164,54,171,593
678,164,54,171,593,240
164,54,171,593,240,1893
54,171,593,240,1893,1096
171,593,240,1893,1096,86
593,240,1893,1096,86,5
240,1893,1096,86,5,569
1893,1096,86,5,569,867
1096,86,5,569,867,218
86,5,569,867,218,16
5,569,867,218,16,396
569,867,218,16,396,1894
867,218,16,396,1894,15
218,16,396,1894,15,9
16,396,1894,15,9,569
396,1894,15,9,569,566
1894,15,9,569,566,101
15,9,569,566,101,48
9,569,566,101,48,50
569,566,101,48,50,568
566,101,48,50,568,19
101,48,50,568,19,16
48,50,568,19,16,22
50,568,19,16,22,59
568,19,16,22,59,46
19,16,22,59,46,2
16,22,59,46,2,412
22,59,46,2,412,1895
59,46,2,412,1895,13
46,2,412,1895,13,10
2,412,1895,13,10,568
412,1895,13,10,568,19
1895,13,10,568,19,16
13,10,568,19,16,22
10,568,19,16,22,59
568,19,16,22,59,46
19,16,22,59,46,2
16,22,59,46,2,875
22,59,46,2,875,12
59,46,2,875,12,2
46,2,875,12,2,1896
2,875,12,2,1896,10
875,12,2,1896,10,184
12,2,1896,10,184,1
2,1896,10,184,1,1897
1896,10,184,1,1897,8
10,184,1,1897,8,1898
184,1,1897,8,1898,5
1,1897,8,1898,5,679
1897,8,1898,5,679,15
8,1898,5,679,15,1
1898,5,679,15,1,422
5,679,15,1,422,113
679,15,1,422,113,7
15,1,422,113,7,687
1,422,113,7,687,18
422,113,7,687,18,35
113,7,687,18,35,172
7,687,18,35,172,171
687,18,35,172,171,131
18,35,172,171,131,22
35,172,171,131,22,876
172,171,131,22,876,7
171,131,22,876,7,1211
131,22,876,7,1211,9
22,876,7,1211,9,682
876,7,1211,9,682,9
7,1211,9,682,9,164
1211,9,682,9,164,199
9,682,9,164,199,1212
682,9,164,199,1212,877
9,164,199,1212,877,4
164,199,1212,877,4,3
199,1212,877,4,3,19
1212,877,4,3,19,108
877,4,3,19,108,31
4,3,19,108,31,17
3,19,108,31,17,9
19,108,31,17,9,272
108,31,17,9,272,5
31,17,9,272,5,372
17,9,272,5,372,553
9,272,5,372,553,176
272,5,372,553,176,841
5,372,553,176,841,173
372,553,176,841,173,151
553,176,841,173,151,334
176,841,173,151,334,4
841,173,151,334,4,1899
173,151,334,4,1899,20
151,334,4,1899,20,470
334,4,1899,20,470,688
4,1899,20,470,688,1900
1899,20,470,688,1900,1901
20,470,688,1900,1901,1902
470,688,1900,1901,1902,97
688,1900,1901,1902,97,166
1900,1901,1902,97,166,120
1901,1902,97,166,120,195
1902,97,166,120,195,37
97,166,120,195,37,280
166,120,195,37,280,40
120,195,37,280,40,53
195,37,280,40,53,1213
37,280,40,53,1213,5
280,40,53,1213,5,1903
40,53,1213,5,1903,4
53,1213,5,1903,4,482
1213,5,1903,4,482,127
5,1903,4,482,127,570
1903,4,482,127,570,1214
4,482,127,570,1214,80
482,127,570,1214,80,4
127,570,1214,80,4,19
570,1214,80,4,19,22
1214,80,4,19,22,103
80,4,19,22,103,1215
4,19,22,103,1215,12
19,22,103,1215,12,1
22,103,1215,12,1,164
103,1215,12,1,164,10
1215,12,1,164,10,69
12,1,164,10,69,45
1,164,10,69,45,97
164,10,69,45,97,2
10,69,45,97,2,369
69,45,97,2,369,22
45,97,2,369,22,756
97,2,369,22,756,501
2,369,22,756,501,15
369,22,756,501,15,424
22,756,501,15,424,1904
756,501,15,424,1904,63
501,15,424,1904,63,9
15,424,1904,63,9,679
424,1904,63,9,679,18
1904,63,9,679,18,492
63,9,679,18,492,18
9,679,18,492,18,752
679,18,492,18,752,12
18,492,18,752,12,1905
492,18,752,12,1905,22
18,752,12,1905,22,168
752,12,1905,22,168,1
12,1905,22,168,1,422
1905,22,168,1,422,52
22,168,1,422,52,48
168,1,422,52,48,50
1,422,52,48,50,605
422,52,48,50,605,1906
52,48,50,605,1906,1216
48,50,605,1906,1216,159
50,605,1906,1216,159,181
605,1906,1216,159,181,47
1906,1216,159,181,47,19
1216,159,181,47,19,296
159,181,47,19,296,464
181,47,19,296,464,668
47,19,296,464,668,344
19,296,464,668,344,20
296,464,668,344,20,242
464,668,344,20,242,176
668,344,20,242,176,682
344,20,242,176,682,190
20,242,176,682,190,878
242,176,682,190,878,34
176,682,190,878,34,289
682,190,878,34,289,1907
190,878,34,289,1907,16
878,34,289,1907,16,1908
34,289,1907,16,1908,176
289,1907,16,1908,176,162
1907,16,1908,176,162,682
16,1908,176,162,682,207
1908,176,162,682,207,16
176,162,682,207,16,28
162,682,207,16,28,1909
682,207,16,28,1909,22
207,16,28,1909,22,117
16,28,1909,22,117,30
28,1909,22,117,30,2
1909,22,117,30,2,192
22,117,30,2,192,11
117,30,2,192,11,59
30,2,192,11,59,46
2,192,11,59,46,651
192,11,59,46,651,261
11,59,46,651,261,292
59,46,651,261,292,3
46,651,261,292,3,19
651,261,292,3,19,498
261,292,3,19,498,633
292,3,19,498,633,646
3,19,498,633,646,41
19,498,633,646,41,570
498,633,646,41,570,570
633,646,41,570,570,4
646,41,570,570,4,1212
41,570,570,4,1212,1910
570,570,4,1212,1910,1911
570,4,1212,1910,1911,4
4,1212,1910,1911,4,19
1212,1910,1911,4,19,48
1910,1911,4,19,48,50
1911,4,19,48,50,325
4,19,48,50,325,4
19,48,50,325,4,22
48,50,325,4,22,138
50,325,4,22,138,63
325,4,22,138,63,833
4,22,138,63,833,5
22,138,63,833,5,1217
138,63,833,5,1217,1
63,833,5,1217,1,814
833,5,1217,1,814,1912
5,1217,1,814,1912,482
1217,1,814,1912,482,127
1,814,1912,482,127,80
814,1912,482,127,80,4
1912,482,127,80,4,24
482,127,80,4,24,29
127,80,4,24,29,478
80,4,24,29,478,1023
4,24,29,478,1023,1024
24,29,478,1023,1024,689
29,478,1023,1024,689,9
478,1023,1024,689,9,1913
1023,1024,689,9,1913,1218
1024,689,9,1913,1218,73
689,9,1913,1218,73,46
9,1913,1218,73,46,9
1913,1218,73,46,9,372
1218,73,46,9,372,1914
73,46,9,372,1914,135
46,9,372,1914,135,22
9,372,1914,135,22,4
372,1914,135,22,4,3
1914,135,22,4,3,645
135,22,4,3,645,132
22,4,3,645,132,218
4,3,645,132,218,17
3,645,132,218,17,16
645,132,218,17,16,192
132,218,17,16,192,1
218,17,16,192,1,456
17,16,192,1,456,879
16,192,1,456,879,5
192,1,456,879,5,48
1,456,879,5,48,50
456,879,5,48,50,130
879,5,48,50,130,6
5,48,50,130,6,830
48,50,130,6,830,11
50,130,6,830,11,190
130,6,830,11,190,10
6,830,11,190,10,5
830,11,190,10,5,24
11,190,10,5,24,29
190,10,5,24,29,523
10,5,24,29,523,22
5,24,29,523,22,1915
24,29,523,22,1915,1
29,523,22,1915,1,683
523,22,1915,1,683,565
22,1915,1,683,565,2
1915,1,683,565,2,880
1,683,565,2,880,881
683,565,2,880,881,2
565,2,880,881,2,1219
2,880,881,2,1219,1220
880,881,2,1219,1220,1221
881,2,1219,1220,1221,1916
2,1219,1220,1221,1916,215
1219,1220,1221,1916,215,497
1220,1221,1916,215,497,1917
1221,1916,215,497,1917,5
1916,215,497,1917,5,2
215,497,1917,5,2,1222
497,1917,5,2,1222,3
1917,5,2,1222,3,7
5,2,1222,3,7,1918
2,1222,3,7,1918,1
1222,3,7,1918,1,690
3,7,1918,1,690,87
7,1918,1,690,87,2
1918,1,690,87,2,691
1,690,87,2,691,1919
690,87,2,691,1919,65
87,2,691,1919,65,48
2,691,1919,65,48,50
691,1919,65,48,50,100
1919,65,48,50,100,38
65,48,50,100,38,53
48,50,100,38,53,1
50,100,38,53,1,456
100,38,53,1,456,108
38,53,1,456,108,358
53,1,456,108,358,471
1,456,108,358,471,5
456,108,358,471,5,780
108,358,471,5,780,1920
358,471,5,780,1920,535
471,5,780,1920,535,29
5,780,1920,535,29,4
780,1920,535,29,4,47
1920,535,29,4,47,19
535,29,4,47,19,1921
29,4,47,19,1921,882
4,47,19,1921,882,297
47,19,1921,882,297,72
19,1921,882,297,72,571
1921,882,297,72,571,47
882,297,72,571,47,220
297,72,571,47,220,274
72,571,47,220,274,21
571,47,220,274,21,4
47,220,274,21,4,47
220,274,21,4,47,340
274,21,4,47,340,72
21,4,47,340,72,101
4,47,340,72,101,12
47,340,72,101,12,140
340,72,101,12,140,629
72,101,12,140,629,132
101,12,140,629,132,558
12,140,629,132,558,199
140,629,132,558,199,268
629,132,558,199,268,12
132,558,199,268,12,692
558,199,268,12,692,23
199,268,12,692,23,140
268,12,692,23,140,473
12,692,23,140,473,245
692,23,140,473,245,2
23,140,473,245,2,1922
140,473,245,2,1922,233
473,245,2,1922,233,334
245,2,1922,233,334,15
2,1922,233,334,15,132
1922,233,334,15,132,331
233,334,15,132,331,9
334,15,132,331,9,333
15,132,331,9,333,150
132,331,9,333,150,21
331,9,333,150,21,5
9,333,150,21,5,2
333,150,21,5,2,883
150,21,5,2,883,34
21,5,2,883,34,30
5,2,883,34,30,1
2,883,34,30,1,96
883,34,30,1,96,6
34,30,1,96,6,1923
30,1,96,6,1923,1924
1,96,6,1923,1924,1223
96,6,1923,1924,1223,1224
6,1923,1924,1223,1224,144
1923,1924,1223,1224,144,1
1924,1223,1224,144,1,1925
1223,1224,144,1,1925,233
1224,144,1,1925,233,334
144,1,1925,233,334,10
1,1925,233,334,10,7
1925,233,334,10,7,183
233,334,10,7,183,191
334,10,7,183,191,25
10,7,183,191,25,90
7,183,191,25,90,572
183,191,25,90,572,2
191,25,90,572,2,502
25,90,572,2,502,110
90,572,2,502,110,1225
572,2,502,110,1225,69
2,502,110,1225,69,496
502,110,1225,69,496,176
110,1225,69,496,176,1109
1225,69,496,176,1109,283
69,496,176,1109,283,10
496,176,1109,283,10,684
176,1109,283,10,684,11
1109,283,10,684,11,35
283,10,684,11,35,1
10,684,11,35,1,359
684,11,35,1,359,94
11,35,1,359,94,1226
35,1,359,94,1226,8
1,359,94,1226,8,1227
359,94,1226,8,1227,5
94,1226,8,1227,5,90
1226,8,1227,5,90,572
8,1227,5,90,572,99
1227,5,90,572,99,21
5,90,572,99,21,121
90,572,99,21,121,17
572,99,21,121,17,677
99,21,121,17,677,8
21,121,17,677,8,28
121,17,677,8,28,1
17,677,8,28,1,760
677,8,28,1,760,693
8,28,1,760,693,149
28,1,760,693,149,1228
1,760,693,149,1228,694
760,693,149,1228,694,51
693,149,1228,694,51,4
149,1228,694,51,4,19
1228,694,51,4,19,48
694,51,4,19,48,50
51,4,19,48,50,108
4,19,48,50,108,669
19,48,50,108,669,17
48,50,108,669,17,10
50,108,669,17,10,18
108,669,17,10,18,98
669,17,10,18,98,61
17,10,18,98,61,1926
10,18,98,61,1926,37
18,98,61,1926,37,10
98,61,1926,37,10,158
61,1926,37,10,158,3
1926,37,10,158,3,1927
37,10,158,3,1927,6
10,158,3,1927,6,1229
158,3,1927,6,1229,462
3,1927,6,1229,462,16
1927,6,1229,462,16,90
6,1229,462,16,90,572
1229,462,16,90,572,14
462,16,90,572,14,297
16,90,572,14,297,72
90,572,14,297,72,571
572,14,297,72,571,23
14,297,72,571,23,11
297,72,571,23,11,172
72,571,23,11,172,1230
571,23,11,172,1230,65
23,11,172,1230,65,3
11,172,1230,65,3,695
172,1230,65,3,695,137
1230,65,3,695,137,11
65,3,695,137,11,114
3,695,137,11,114,32
695,137,11,114,32,2
137,11,114,32,2,359
11,114,32,2,359,334
114,32,2,359,334,111
32,2,359,334,111,3
2,359,334,111,3,14
359,334,111,3,14,6
334,111,3,14,6,121
111,3,14,6,121,17
3,14,6,121,17,1928
14,6,121,17,1928,884
6,121,17,1928,884,71
121,17,1928,884,71,1929
17,1928,884,71,1929,5
1928,884,71,1929,5,1930
884,71,1929,5,1930,147
71,1929,5,1930,147,550
1929,5,1930,147,550,45
5,1930,147,550,45,1931
1930,147,550,45,1931,885
147,550,45,1931,885,4
550,45,1931,885,4,24
45,1931,885,4,24,29
1931,885,4,24,29,886
885,4,24,29,886,389
4,24,29,886,389,32
24,29,886,389,32,767
29,886,389,32,767,29
886,389,32,767,29,47
389,32,767,29,47,1932
32,767,29,47,1932,1
767,29,47,1932,1,135
29,47,1932,1,135,4
47,1932,1,135,4,1
1932,1,135,4,1,89
1,135,4,1,89,568
135,4,1,89,568,400
4,1,89,568,400,56
1,89,568,400,56,10
89,568,400,56,10,46
568,400,56,10,46,37
400,56,10,46,37,18
56,10,46,37,18,98
10,46,37,18,98,3
46,37,18,98,3,172
37,18,98,3,172,35
18,98,3,172,35,13
98,3,172,35,13,144
3,172,35,13,144,327
172,35,13,144,327,18
35,13,144,327,18,98
13,144,327,18,98,3
144,327,18,98,3,7
327,18,98,3,7,95
18,98,3,7,95,67
98,3,7,95,67,635
3,7,95,67,635,16
7,95,67,635,16,82
95,67,635,16,82,842
67,635,16,82,842,36
635,16,82,842,36,46
16,82,842,36,46,2
82,842,36,46,2,1231
842,36,46,2,1231,302
36,46,2,1231,302,56
46,2,1231,302,56,1933
2,1231,302,56,1933,72
1231,302,56,1933,72,163
302,56,1933,72,163,177
56,1933,72,163,177,883
1933,72,163,177,883,13
72,163,177,883,13,1934
163,177,883,13,1934,4
177,883,13,1934,4,1935
883,13,1934,4,1935,1232
13,1934,4,1935,1232,12
1934,4,1935,1232,12,1936
4,1935,1232,12,1936,4
1935,1232,12,1936,4,346
1232,12,1936,4,346,48
12,1936,4,346,48,50
1936,4,346,48,50,254
4,346,48,50,254,45
346,48,50,254,45,73
48,50,254,45,73,425
50,254,45,73,425,83
254,45,73,425,83,120
45,73,425,83,120,4
73,425,83,120,4,10
425,83,120,4,10,184
83,120,4,10,184,12
120,4,10,184,12,1937
4,10,184,12,1937,61
10,184,12,1937,61,32
184,12,1937,61,32,480
12,1937,61,32,480,6
1937,61,32,480,6,485
61,32,480,6,485,51
32,480,6,485,51,3
480,6,485,51,3,211
6,485,51,3,211,15
485,51,3,211,15,332
51,3,211,15,332,30
3,211,15,332,30,2
211,15,332,30,2,1233
15,332,30,2,1233,5
332,30,2,1233,5,426
30,2,1233,5,426,91
2,1233,5,426,91,41
1233,5,426,91,41,2
5,426,91,41,2,105
426,91,41,2,105,15
91,41,2,105,15,132
41,2,105,15,132,497
2,105,15,132,497,48
105,15,132,497,48,50
15,132,497,48,50,59
132,497,48,50,59,18
497,48,50,59,18,98
48,50,59,18,98,693
50,59,18,98,693,73
59,18,98,693,73,1145
18,98,693,73,1145,2
98,693,73,1145,2,403
693,73,1145,2,403,464
73,1145,2,403,464,188
1145,2,403,464,188,38
2,403,464,188,38,5
403,464,188,38,5,271
464,188,38,5,271,1
188,38,5,271,1,94
38,5,271,1,94,12
5,271,1,94,12,1938
271,1,94,12,1938,4
1,94,12,1938,4,47
94,12,1938,4,47,1234
12,1938,4,47,1234,79
1938,4,47,1234,79,367
4,47,1234,79,367,1939
47,1234,79,367,1939,31
1234,79,367,1939,31,1
79,367,1939,31,1,94
367,1939,31,1,94,4
1939,31,1,94,4,19
31,1,94,4,19,10
1,94,4,19,10,23
94,4,19,10,23,26
4,19,10,23,26,316
19,10,23,26,316,1940
10,23,26,316,1940,79
23,26,316,1940,79,295
26,316,1940,79,295,170
316,1940,79,295,170,45
1940,79,295,170,45,274
79,295,170,45,274,21
295,170,45,274,21,6
170,45,274,21,6,1
45,274,21,6,1,503
274,21,6,1,503,4
21,6,1,503,4,19
6,1,503,4,19,48
1,503,4,19,48,50
503,4,19,48,50,498
4,19,48,50,498,1941
19,48,50,498,1941,425
48,50,498,1941,425,21
50,498,1941,425,21,12
498,1941,425,21,12,1
1941,425,21,12,1,161
425,21,12,1,161,394
21,12,1,161,394,887
12,1,161,394,887,1942
1,161,394,887,1942,215
161,394,887,1942,215,236
394,887,1942,215,236,54
887,1942,215,236,54,251
1942,215,236,54,251,12
215,236,54,251,12,11
236,54,251,12,11,888
54,251,12,11,888,394
251,12,11,888,394,22
12,11,888,394,22,424
11,888,394,22,424,6
888,394,22,424,6,696
394,22,424,6,696,351
22,424,6,696,351,12
424,6,696,351,12,383
6,696,351,12,383,3
696,351,12,383,3,172
351,12,383,3,172,270
12,383,3,172,270,1943
383,3,172,270,1943,13
3,172,270,1943,13,11
172,270,1943,13,11,14
270,1943,13,11,14,39
1943,13,11,14,39,198
13,11,14,39,198,352
11,14,39,198,352,61
14,39,198,352,61,270
39,198,352,61,270,659
198,352,61,270,659,13
352,61,270,659,13,23
61,270,659,13,23,3
270,659,13,23,3,158
659,13,23,3,158,16
13,23,3,158,16,55
23,3,158,16,55,3
3,158,16,55,3,1944
158,16,55,3,1944,31
16,55,3,1944,31,9
55,3,1944,31,9,164
3,1944,31,9,164,5
1944,31,9,164,5,1945
31,9,164,5,1945,9
9,164,5,1945,9,272
164,5,1945,9,272,114
5,1945,9,272,114,666
1945,9,272,114,666,21
9,272,114,666,21,125
272,114,666,21,125,3
114,666,21,125,3,211
666,21,125,3,211,1946
21,125,3,211,1946,1947
125,3,211,1946,1947,175
3,211,1946,1947,175,696
211,1946,1947,175,696,1213
1946,1947,175,696,1213,367
1947,175,696,1213,367,392
175,696,1213,367,392,21
696,1213,367,392,21,1948
1213,367,392,21,1948,177
367,392,21,1948,177,1184
392,21,1948,177,1184,96
21,1948,177,1184,96,4
1948,177,1184,96,4,47
177,1184,96,4,47,659
1184,96,4,47,659,1949
96,4,47,659,1949,72
4,47,659,1949,72,413
47,659,1949,72,413,102
659,1949,72,413,102,21
1949,72,413,102,21,1950
72,413,102,21,1950,889
413,102,21,1950,889,6
102,21,1950,889,6,188
21,1950,889,6,188,4
1950,889,6,188,4,22
889,6,188,4,22,455
6,188,4,22,455,890
188,4,22,455,890,369
4,22,455,890,369,1146
22,455,890,369,1146,1951
455,890,369,1146,1951,697
890,369,1146,1951,697,342
369,1146,1951,697,342,1952
1146,1951,697,342,1952,1953
1951,697,342,1952,1953,259
697,342,1952,1953,259,4
342,1952,1953,259,4,3
1952,1953,259,4,3,1128
1953,259,4,3,1128,10
259,4,3,1128,10,2
4,3,1128,10,2,635
3,1128,10,2,635,797
1128,10,2,635,797,124
10,2,635,797,124,1
2,635,797,124,1,1954
635,797,124,1,1954,12
797,124,1,1954,12,9
124,1,1954,12,9,1955
1,1954,12,9,1955,413
1954,12,9,1955,413,73
12,9,1955,413,73,80
9,1955,413,73,80,1
1955,413,73,80,1,1956
413,73,80,1,1956,879
73,80,1,1956,879,13
80,1,1956,879,13,325
1,1956,879,13,325,182
1956,879,13,325,182,1235
879,13,325,182,1235,219
13,325,182,1235,219,120
325,182,1235,219,120,4
182,1235,219,120,4,19
1235,219,120,4,19,48
219,120,4,19,48,50
120,4,19,48,50,1957
4,19,48,50,1957,13
19,48,50,1957,13,5
48,50,1957,13,5,2
50,1957,13,5,2,192
1957,13,5,2,192,286
13,5,2,192,286,132
5,2,192,286,132,409
2,192,286,132,409,883
192,286,132,409,883,208
286,132,409,883,208,1236
132,409,883,208,1236,250
409,883,208,1236,250,12
883,208,1236,250,12,25
208,1236,250,12,25,9
1236,250,12,25,9,272
250,12,25,9,272,208
12,25,9,272,208,7
25,9,272,208,7,2
9,272,208,7,2,1958
272,208,7,2,1958,135
208,7,2,1958,135,25
7,2,1958,135,25,2
2,1958,135,25,2,164
1958,135,25,2,164,46
135,25,2,164,46,2
25,2,164,46,2,1959
2,164,46,2,1959,3
164,46,2,1959,3,7
46,2,1959,3,7,495
2,1959,3,7,495,1
1959,3,7,495,1,40
3,7,495,1,40,69
7,495,1,40,69,298
495,1,40,69,298,891
1,40,69,298,891,413
40,69,298,891,413,191
69,298,891,413,191,74
298,891,413,191,74,1960
891,413,191,74,1960,190
413,191,74,1960,190,22
191,74,1960,190,22,573
74,1960,190,22,573,36
1960,190,22,573,36,22
190,22,573,36,22,387
22,573,36,22,387,1961
573,36,22,387,1961,6
36,22,387,1961,6,696
22,387,1961,6,696,17
387,1961,6,696,17,238
1961,6,696,17,238,311
6,696,17,238,311,92
696,17,238,311,92,1237
17,238,311,92,1237,286
238,311,92,1237,286,10
311,92,1237,286,10,69
92,1237,286,10,69,82
1237,286,10,69,82,329
286,10,69,82,329,9
10,69,82,329,9,860
69,82,329,9,860,7
82,329,9,860,7,251
329,9,860,7,251,12
9,860,7,251,12,1
860,7,251,12,1,38
7,251,12,1,38,8
251,12,1,38,8,1
12,1,38,8,1,546
1,38,8,1,546,161
38,8,1,546,161,25
8,1,546,161,25,208
1,546,161,25,208,5
546,161,25,208,5,22
161,25,208,5,22,15
25,208,5,22,15,1
208,5,22,15,1,118
5,22,15,1,118,6
22,15,1,118,6,1
15,1,118,6,1,503
1,118,6,1,503,30
118,6,1,503,30,1
6,1,503,30,1,107
1,503,30,1,107,88
503,30,1,107,88,12
30,1,107,88,12,9
1,107,88,12,9,255
107,88,12,9,255,9
88,12,9,255,9,48
12,9,255,9,48,5
9,255,9,48,5,24
255,9,48,5,24,212
9,48,5,24,212,39
48,5,24,212,39,480
5,24,212,39,480,6
24,212,39,480,6,153
212,39,480,6,153,8
39,480,6,153,8,125
480,6,153,8,125,525
6,153,8,125,525,6
153,8,125,525,6,93
8,125,525,6,93,25
125,525,6,93,25,21
525,6,93,25,21,23
6,93,25,21,23,111
93,25,21,23,111,483
25,21,23,111,483,183
21,23,111,483,183,24
23,111,483,183,24,29
111,483,183,24,29,14
483,183,24,29,14,1238
183,24,29,14,1238,10
24,29,14,1238,10,1962
29,14,1238,10,1962,256
14,1238,10,1962,256,698
1238,10,1962,256,698,20
10,1962,256,698,20,4
1962,256,698,20,4,3
256,698,20,4,3,14
698,20,4,3,14,19
20,4,3,14,19,1963
4,3,14,19,1963,9
3,14,19,1963,9,157
14,19,1963,9,157,639
19,1963,9,157,639,164
1963,9,157,639,164,127
9,157,639,164,127,31
157,639,164,127,31,452
639,164,127,31,452,6
164,127,31,452,6,140
127,31,452,6,140,256
31,452,6,140,256,698
452,6,140,256,698,20
6,140,256,698,20,116
140,256,698,20,116,135
256,698,20,116,135,13
698,20,116,135,13,338
20,116,135,13,338,313
116,135,13,338,313,670
135,13,338,313,670,125
13,338,313,670,125,17
338,313,670,125,17,28
313,670,125,17,28,13
670,125,17,28,13,5
125,17,28,13,5,892
17,28,13,5,892,32
28,13,5,892,32,12
13,5,892,32,12,16
5,892,32,12,16,142
892,32,12,16,142,53
32,12,16,142,53,116
12,16,142,53,116,269
16,142,53,116,269,1964
142,53,116,269,1964,4
53,116,269,1964,4,256
116,269,1964,4,256,54
269,1964,4,256,54,103
1964,4,256,54,103,6
4,256,54,103,6,93
256,54,103,6,93,125
54,103,6,93,125,4
103,6,93,125,4,19
6,93,125,4,19,10
93,125,4,19,10,1965
125,4,19,10,1965,23
4,19,10,1965,23,24
19,10,1965,23,24,29
10,1965,23,24,29,44
1965,23,24,29,44,329
23,24,29,44,329,21
24,29,44,329,21,58
29,44,329,21,58,40
44,329,21,58,40,149
329,21,58,40,149,145
21,58,40,149,145,1
58,40,149,145,1,1966
40,149,145,1,1966,7
149,145,1,1966,7,258
145,1,1966,7,258,115
1,1966,7,258,115,568
1966,7,258,115,568,335
7,258,115,568,335,102
258,115,568,335,102,10
115,568,335,102,10,5
568,335,102,10,5,11
335,102,10,5,11,7
102,10,5,11,7,73
10,5,11,7,73,58
5,11,7,73,58,182
11,7,73,58,182,893
7,73,58,182,893,1
73,58,182,893,1,89
58,182,893,1,89,3
182,893,1,89,3,44
893,1,89,3,44,276
